Time R-A_pFluct R-B_pFluct R-C_pFluct R-D_pFluct R-E_pFluct R-F_pFluct 
0.009045 15.1661092 7.32993376 4.8218453 3.59083409 2.86010267 1.41713173 
0.0090475 15.1555989 7.32373639 4.81751704 3.58752405 2.85742437 1.41575701 
0.00905 15.1450788 7.31750447 4.81315376 3.5842001 2.85473023 1.41437414 
0.0090525 15.1344696 7.31124491 4.80877968 3.58085822 2.85201936 1.4129806 
0.009055 15.1237446 7.30495476 4.8043911 3.5774959 2.84929426 1.41158083 
0.0090575 15.1129022 7.29862876 4.79998255 3.57411195 2.846552 1.41017417 
0.00906 15.1019503 7.29226162 4.79554963 3.57071205 2.8437895 1.40876039 
0.0090625 15.090917 7.28582441 4.79108821 3.56728491 2.84101516 1.40733849 
0.009065 15.0797933 7.27936054 4.78659551 3.56383971 2.83822746 1.4059086 
0.0090675 15.0685627 7.27287647 4.78207904 3.56037764 2.83542627 1.40447237 
0.00907 15.0572356 7.26636163 4.77752976 3.55690097 2.83260946 1.40303575 
0.0090725 15.0458289 7.25981456 4.77296081 3.55340596 2.82977745 1.4015948 
0.009075 15.0343535 7.25323341 4.76836604 3.5498919 2.82693016 1.40014603 
0.0090775 15.0228 7.24660194 4.7637497 3.54635787 2.82408327 1.39868769 
0.00908 15.0111569 7.23992529 4.7591131 3.5428146 2.82122839 1.3972164 
0.0090825 14.9994195 7.23320196 4.75445274 3.53926735 2.81835933 1.39573908 
0.009085 14.9875914 7.22645169 4.7497628 3.53570888 2.8154713 1.39425766 
0.0090875 14.9756553 7.21966121 4.74507163 3.53212875 2.81255869 1.39276999 
0.00909 14.9635833 7.21283051 4.74037106 3.52852299 2.80962762 1.39127255 
0.0090925 14.9514456 7.20597341 4.73565344 3.52488366 2.80668965 1.38976378 
0.009095 14.9392718 7.19908281 4.73090359 3.52122988 2.80374086 1.3882509 
0.0090975 14.927068 7.19215777 4.72611776 3.51756803 2.80077418 1.38673594 
0.0091 14.9148036 7.18519208 4.72128439 3.51388806 2.79778702 1.38521575 
0.0091025 14.9024565 7.17823321 4.71643718 3.51018565 2.7947817 1.38368853 
0.009105 14.8900366 7.1712594 4.71157951 3.50645733 2.79177726 1.38215356 
0.0091075 14.8774945 7.16425893 4.70669717 3.50271291 2.78876367 1.38060868 
0.00911 14.8649359 7.15721007 4.70178638 3.49896892 2.78574013 1.37905564 
0.0091125 14.8523554 7.1501061 4.696842 3.49521405 2.78270277 1.37750158 
0.009115 14.8397242 7.14292776 4.69188201 3.49144292 2.77964893 1.37594779 
0.0091175 14.8270446 7.13573794 4.68691998 3.48765796 2.77657244 1.37438577 
0.00912 14.8143242 7.12853006 4.68194638 3.48385263 2.77348889 1.3728141 
0.0091225 14.8014989 7.12129015 4.67694977 3.48001884 2.77040715 1.37123782 
0.009125 14.7885309 7.11401413 4.6719368 3.4761805 2.76732139 1.36965254 
0.0091275 14.7754811 7.10669467 4.66689724 3.47234669 2.76421564 1.36805871 
0.00913 14.7623824 7.09934587 4.66182512 3.46849989 2.76109428 1.36645806 
0.0091325 14.7492477 7.09200692 4.65674692 3.46463148 2.75796434 1.36485149 
0.009135 14.73605 7.0846508 4.651673 3.46074703 2.75481278 1.36323987 
0.0091375 14.7227774 7.07726375 4.64658119 3.45684678 2.75164849 1.36162662 
0.00914 14.7094587 7.06985712 4.64146093 3.45292199 2.7484702 1.36000973 
0.0091425 14.6961014 7.06241382 4.6363242 3.44898137 2.74528162 1.35838572 
0.009145 14.6827142 7.05492161 4.63116966 3.44502542 2.7420861 1.35675621 
0.0091475 14.6692831 7.04741586 4.62598111 3.44105708 2.73889586 1.35512122 
0.00915 14.6558153 7.03992477 4.62076878 3.43708147 2.73568688 1.35347974 
0.0091525 14.6423624 7.0324206 4.61553673 3.43311156 2.73246461 1.35183439 
0.009155 14.6288966 7.02487012 4.61028951 3.42911868 2.72923113 1.35018485 
0.0091575 14.6153653 7.01728547 4.60503063 3.42510953 2.72598704 1.3485354 
0.00916 14.6017345 7.00969498 4.59978558 3.42108503 2.72273173 1.34688933 
0.0091625 14.5880193 7.00205589 4.59451215 3.41704718 2.71946857 1.3452388 
0.009165 14.5741691 6.99438013 4.58921569 3.41299807 2.71620001 1.34358754 
0.0091675 14.5603126 6.98666996 4.58389635 3.40893579 2.71293634 1.34193658 
0.00917 14.5464434 6.97893313 4.5785591 3.40487025 2.70967512 1.34027686 
0.0091725 14.5325407 6.97117871 4.5732083 3.40081195 2.70640457 1.33860786 
0.009175 14.5185941 6.96343864 4.56784183 3.39675638 2.70313674 1.33693194 
0.0091775 14.5045899 6.95568673 4.56246663 3.39268978 2.69986823 1.33525257 
0.00918 14.4904971 6.94789787 4.55709838 3.38862559 2.69657713 1.33356785 
0.0091825 14.4764483 6.94007912 4.55173934 3.38456186 2.69327082 1.33188381 
0.009185 14.4623937 6.93223302 4.54637193 3.38046836 2.68995283 1.33020468 
0.0091875 14.448312 6.9243648 4.54100024 3.37635712 2.68662292 1.32852683 
0.00919 14.4342002 6.91648048 4.53563641 3.37223239 2.68328444 1.32685017 
0.0091925 14.4200435 6.90856281 4.53024064 3.36809074 2.67995278 1.32517267 
0.009195 14.4057952 6.9006532 4.52481555 3.36393832 2.67663477 1.32349632 
0.0091975 14.3915039 6.89276093 4.51937617 3.35979666 2.67331977 1.32182344 
0.0092 14.3772049 6.88487259 4.51390693 3.35567446 2.67000459 1.32014881 
0.0092025 14.3629425 6.87696795 4.50842357 3.35155672 2.66668714 1.31847391 
0.009205 14.34865 6.86907503 4.50294599 3.34743624 2.66337367 1.31680343 
0.0092075 14.3343095 6.86118 4.4974969 3.34331267 2.66006165 1.31513397 
0.00921 14.3199374 6.85323383 4.49206365 3.33919565 2.65674699 1.31346146 
0.0092125 14.3055738 6.84525352 4.4866221 3.33507666 2.65343336 1.31178858 
0.009215 14.2911343 6.83725953 4.4811756 3.33095421 2.65012897 1.3101146 
0.0092175 14.2766057 6.82920494 4.4757381 3.32683416 2.64682351 1.30844338 
0.00922 14.2620334 6.82112283 4.47029804 3.32272598 2.64351222 1.3067674 
0.0092225 14.2474287 6.81305884 4.4648475 3.31861713 2.64019866 1.30508992 
0.009225 14.2328245 6.80505497 4.45940206 3.31450018 2.63688812 1.30341132 
0.0092275 14.2182216 6.79707836 4.45396621 3.31037865 2.6335828 1.30172869 
0.00923 14.2036555 6.78906987 4.44853944 3.30626284 2.63026456 1.30003786 
0.0092325 14.1890386 6.78105181 4.44310577 3.30215406 2.62694522 1.29834366 
0.009235 14.1743499 6.77305803 4.43766092 3.29802841 2.62362346 1.29664876 
0.0092375 14.1595902 6.76504656 4.43221423 3.29389815 2.62029228 1.29495846 
0.00924 14.144825 6.75701075 4.42677907 3.28976824 2.61694951 1.29327219 
0.0092425 14.1300386 6.74898198 4.42133926 3.28562746 2.61359452 1.29158895 
0.009245 14.1151503 6.74096848 4.41587545 3.28147407 2.61023249 1.28990843 
0.0092475 14.1002296 6.73297133 4.41041814 3.27730276 2.60687937 1.28823471 
0.00925 14.0853315 6.72495887 4.40495494 3.27311857 2.60353351 1.28655886 
0.0092525 14.0704472 6.71693109 4.39947503 3.26894388 2.60019631 1.28487964 
0.009255 14.0556027 6.70889851 4.39397126 3.2647767 2.59685839 1.28320244 
0.0092575 14.040727 6.70087267 4.38844643 3.26062191 2.5935336 1.28152568 
0.00926 14.0258524 6.69285796 4.38291373 3.2564663 2.59021369 1.27984764 
0.0092625 14.0109583 6.68480427 4.37739168 3.25232276 2.58688428 1.27816835 
0.009265 13.9959602 6.67673715 4.37187976 3.24819213 2.58355646 1.27648993 
0.0092675 13.9808864 6.66868309 4.36638034 3.244048 2.58023026 1.27481425 
0.00927 13.9657932 6.66061531 4.36087516 3.23990434 2.57690367 1.27314039 
0.0092725 13.9506342 6.65251736 4.35539328 3.23576342 2.5735725 1.27146858 
0.009275 13.9353668 6.6443743 4.34991877 3.23162311 2.57024014 1.26980171 
0.0092775 13.9200411 6.63619821 4.3444299 3.22747616 2.56691118 1.26814005 
0.00928 13.9047856 6.62803301 4.3389435 3.22332689 2.56358558 1.26648353 
0.0092825 13.8896339 6.61987189 4.33345987 3.21917919 2.5602657 1.26483198 
0.009285 13.8744938 6.61172659 4.32797596 3.21503741 2.55695133 1.26318321 
0.0092875 13.8593326 6.60358558 4.32248407 3.21090209 2.55364862 1.26153534 
