Time R-A_pFluct R-B_pFluct R-C_pFluct R-D_pFluct R-E_pFluct R-F_pFluct 
0.0440725 -7.36524362 -3.24950546 -2.06979816 -1.51609822 -1.19546942 -0.580307965 
0.044075 -7.33798111 -3.23593739 -2.06081165 -1.50937907 -1.19010417 -0.57763537 
0.0440775 -7.31025887 -3.22243929 -2.05186773 -1.50269179 -1.18476417 -0.574975385 
0.04408 -7.28268459 -3.20900678 -2.04296592 -1.4960356 -1.17944911 -0.572327743 
0.0440825 -7.25524322 -3.19563722 -2.03410517 -1.48941024 -1.17415867 -0.569692425 
0.044085 -7.22800729 -3.18232886 -2.02528497 -1.4828152 -1.16889229 -0.567069671 
0.0440875 -7.20097743 -3.16908066 -2.01650447 -1.47624976 -1.16364993 -0.564459822 
0.04409 -7.17412567 -3.15589106 -2.00776298 -1.46971412 -1.15843262 -0.561863567 
0.0440925 -7.14742433 -3.14275947 -1.99906058 -1.46320997 -1.15324151 -0.559281521 
0.044095 -7.1208549 -3.12968562 -1.99039916 -1.45673876 -1.14807792 -0.556714592 
0.0440975 -7.09440768 -3.11666885 -1.98178071 -1.45030221 -1.1429434 -0.554163584 
0.0441 -7.06807598 -3.10371059 -1.97320749 -1.44390222 -1.13783938 -0.551629763 
0.0441025 -7.04185487 -3.0908133 -1.96468141 -1.4375401 -1.13276787 -0.549114979 
0.044105 -7.01574044 -3.07797993 -1.95620428 -1.43121921 -1.12773208 -0.54662197 
0.0441075 -6.98973231 -3.06521217 -1.94778036 -1.42494387 -1.12273672 -0.544154981 
0.04411 -6.96382976 -3.05251358 -1.93941521 -1.41872049 -1.11778878 -0.541721214 
0.0441125 -6.93803337 -3.03988968 -1.93111658 -1.41255877 -1.11289966 -0.539335269 
0.044115 -6.91234163 -3.02734766 -1.92289658 -1.40647478 -1.10809057 -0.537018376 
0.0441175 -6.88675322 -3.01489748 -1.91477445 -1.40049874 -1.10341167 -0.534668093 
0.04412 -6.86126487 -3.00255358 -1.906786 -1.39470648 -1.09877282 -0.532047906 
0.0441225 -6.83588245 -2.99033894 -1.89901802 -1.38890481 -1.09377169 -0.529214389 
0.044125 -6.81061484 -2.97829268 -1.89129688 -1.3824721 -1.08828702 -0.526329596 
0.0441275 -6.78546836 -2.96650047 -1.88292427 -1.37546895 -1.0825692 -0.523477388 
0.04413 -6.76045208 -2.95496373 -1.87376671 -1.36829139 -1.07685029 -0.520677726 
0.0441325 -6.73557811 -2.94304086 -1.86426191 -1.36117375 -1.07122068 -0.517924503 
0.044135 -6.71086203 -2.92986454 -1.85477356 -1.35418254 -1.06568874 -0.515206077 
0.0441375 -6.68632483 -2.91581004 -1.84543642 -1.34730879 -1.06023612 -0.512513022 
0.04414 -6.66199822 -2.90158383 -1.8362582 -1.34052564 -1.05484204 -0.509840502 
0.0441425 -6.63793322 -2.88753078 -1.82720747 -1.33380886 -1.04949154 -0.507187028 
0.044145 -6.61422615 -2.87372312 -1.8182518 -1.3271427 -1.04417898 -0.504552237 
0.0441475 -6.59110811 -2.8601266 -1.80936741 -1.32052212 -1.03890316 -0.501935506 
0.04415 -6.56814628 -2.84669175 -1.80054351 -1.31394645 -1.03366328 -0.499336668 
0.0441525 -6.54348774 -2.83337701 -1.79177813 -1.307415 -1.0284587 -0.496755908 
0.044155 -6.51664583 -2.82015449 -1.78307071 -1.30092696 -1.02328939 -0.494193629 
0.0441575 -6.48877573 -2.8070153 -1.77442043 -1.29448274 -1.01815595 -0.491650489 
0.04416 -6.46091337 -2.79395961 -1.76582741 -1.2880831 -1.01305942 -0.489127458 
0.0441625 -6.43345849 -2.78098687 -1.75729263 -1.28172966 -1.00800129 -0.486626185 
0.044165 -6.40644065 -2.76809677 -1.74881785 -1.27542415 -1.00298378 -0.484146626 
0.0441675 -6.37977428 -2.75529021 -1.74040517 -1.26916972 -0.998010465 -0.481677927 
0.04417 -6.35337576 -2.74256919 -1.73205763 -1.26297086 -0.993075322 -0.479219872 
0.0441725 -6.32718033 -2.72993656 -1.72378045 -1.25681643 -0.988161222 -0.476782999 
0.044175 -6.3011432 -2.71739564 -1.71558044 -1.25068838 -0.983274961 -0.474378184 
0.0441775 -6.27524742 -2.7049509 -1.70742038 -1.24459884 -0.97843881 -0.472008903 
0.04418 -6.24949618 -2.69261055 -1.69929731 -1.23857684 -0.973668099 -0.469588726 
0.0441825 -6.2238911 -2.68038434 -1.69124964 -1.23263716 -0.968876586 -0.467118117 
0.044185 -6.19843434 -2.66821994 -1.6833058 -1.22661493 -0.963981226 -0.46457959 
0.0441875 -6.17312847 -2.65611817 -1.67532065 -1.22046347 -0.958996536 -0.462019405 
0.04419 -6.1479773 -2.64413985 -1.66716173 -1.21419779 -0.953919171 -0.45947708 
0.0441925 -6.12298617 -2.63230699 -1.65885909 -1.20785247 -0.948828303 -0.456967359 
0.044195 -6.09816083 -2.6202111 -1.65044538 -1.20151207 -0.943784292 -0.454490664 
0.0441975 -6.07350754 -2.60785761 -1.64201062 -1.19523479 -0.938804849 -0.452043457 
0.0442 -6.04903582 -2.59532714 -1.63363558 -1.1890355 -0.9338875 -0.449622821 
0.0442025 -6.02476301 -2.58275373 -1.62535543 -1.18291079 -0.929026001 -0.447227092 
0.044205 -6.00070683 -2.57020953 -1.61717335 -1.17685345 -0.924215467 -0.444855836 
0.0442075 -5.97681535 -2.5577628 -1.60908234 -1.17085878 -0.919453849 -0.442509556 
0.04421 -5.95310024 -2.54544687 -1.60107564 -1.16492465 -0.914741032 -0.440189457 
0.0442125 -5.92942077 -2.53326513 -1.59314969 -1.1590515 -0.91007862 -0.437897845 
0.044215 -5.90522295 -2.52121116 -1.58530411 -1.15324165 -0.905469983 -0.435638823 
0.0442175 -5.88055047 -2.50927849 -1.57754122 -1.14749988 -0.900921212 -0.433420194 
0.04422 -5.85562855 -2.49746405 -1.56986647 -1.14183466 -0.896443431 -0.431256007 
0.0442225 -5.83089481 -2.48576876 -1.56228961 -1.13626161 -0.892059172 -0.429116569 
0.044225 -5.80631807 -2.47419767 -1.55482873 -1.13081316 -0.88779801 -0.426787991 
0.0442275 -5.78183007 -2.4627609 -1.54752061 -1.12552703 -0.883331133 -0.424269002 
0.04423 -5.75748495 -2.45147687 -1.54041342 -1.11983033 -0.878473621 -0.421643797 
0.0442325 -5.73334075 -2.44038087 -1.53297764 -1.11363806 -0.873315792 -0.419025635 
0.044235 -5.70941886 -2.42953911 -1.52490207 -1.10711895 -0.868074076 -0.416457895 
0.0442375 -5.68572145 -2.41887365 -1.51633166 -1.10057235 -0.862898034 -0.41394034 
0.04424 -5.66224614 -2.40731306 -1.50761909 -1.09413888 -0.85782371 -0.411461051 
0.0442425 -5.63899421 -2.39482962 -1.49901233 -1.08783298 -0.852836219 -0.409009989 
0.044245 -5.61597418 -2.38181103 -1.49057174 -1.08162741 -0.847913397 -0.406581398 
0.0442475 -5.59320557 -2.36881278 -1.48227354 -1.07549557 -0.843039863 -0.404172511 
0.04425 -5.57072554 -2.35605204 -1.47408154 -1.069421 -0.838207468 -0.401782 
0.0442525 -5.54860737 -2.34353112 -1.46597006 -1.06339556 -0.833412477 -0.39940889 
0.044255 -5.52697682 -2.33119347 -1.45792578 -1.0574157 -0.828652626 -0.397052088 
0.0442575 -5.50535834 -2.31899026 -1.44994247 -1.0514785 -0.823925733 -0.394710861 
0.04426 -5.48206069 -2.30689267 -1.44201609 -1.04558155 -0.819230089 -0.392384526 
0.0442625 -5.457145 -2.29488688 -1.43414328 -1.03972268 -0.814564168 -0.390072705 
0.044265 -5.43139039 -2.28296634 -1.42632111 -1.03390031 -0.809927006 -0.387775273 
0.0442675 -5.40573272 -2.27112606 -1.41854719 -1.02811305 -0.805317778 -0.385492855 
0.04427 -5.38051265 -2.25936115 -1.41081959 -1.02236019 -0.800736666 -0.383228092 
0.0442725 -5.35571776 -2.24766795 -1.403137 -1.01664202 -0.796185756 -0.380980533 
0.044275 -5.33124418 -2.23604291 -1.39549881 -1.01096154 -0.79167064 -0.378731621 
0.0442775 -5.30700723 -2.22448353 -1.38790623 -1.00532623 -0.787178608 -0.376486615 
0.04428 -5.28295796 -2.21298791 -1.38036638 -0.999713074 -0.782686186 -0.374251472 
0.0442825 -5.25907148 -2.20155515 -1.37289012 -0.994100937 -0.778203942 -0.372032132 
0.044285 -5.23533395 -2.19018671 -1.36540755 -0.988503016 -0.773742916 -0.369830714 
0.0442875 -5.21173586 -2.17889317 -1.35793454 -0.982933081 -0.769314646 -0.367614862 
0.04429 -5.18826983 -2.16768891 -1.35049017 -0.97740371 -0.764917107 -0.365380076 
0.0442925 -5.16492861 -2.15647583 -1.34309285 -0.971900308 -0.760476181 -0.363126455 
0.044295 -5.14170602 -2.14527643 -1.33575013 -0.966344621 -0.75599988 -0.360870945 
0.0442975 -5.11859634 -2.13411732 -1.32837381 -0.960745048 -0.75148861 -0.358586324 
0.0443 -5.09559473 -2.12302461 -1.32093708 -0.955108832 -0.746978102 -0.356287486 
0.0443025 -5.07269566 -2.11200835 -1.31344207 -0.949461962 -0.742398733 -0.353996163 
0.044305 -5.04989775 -2.10093665 -1.30593506 -0.943738773 -0.737804844 -0.351718771 
0.0443075 -5.02720416 -2.08978069 -1.29834932 -0.938003496 -0.73323345 -0.349453378 
0.04431 -5.00463173 -2.0785422 -1.29071131 -0.932296549 -0.728689639 -0.347196756 
0.0443125 -4.98220639 -2.06729047 -1.28309006 -0.926622518 -0.724167335 -0.34494665 
0.044315 -4.95978013 -2.05591943 -1.27551024 -0.920973836 -0.719660318 -0.342701794 
0.0443175 -4.93737051 -2.04447943 -1.26796754 -0.915343165 -0.715164802 -0.340461361 
0.04432 -4.9150211 -2.03306645 -1.26045185 -0.909726129 -0.710678593 -0.338224778 
0.0443225 -4.89277532 -2.02171137 -1.25295585 -0.904120181 -0.706200424 -0.335991514 
0.044325 -4.87065047 -2.01040712 -1.24547523 -0.898523718 -0.701729107 -0.333761097 
0.0443275 -4.84843673 -1.99913909 -1.23800752 -0.892935373 -0.697263604 -0.331533116 
0.04433 -4.82608527 -1.98789745 -1.23055048 -0.887353659 -0.69280303 -0.329307254 
0.0443325 -4.80359893 -1.97667591 -1.22310251 -0.881777874 -0.688346832 -0.327083015 
0.044335 -4.78108649 -1.96547097 -1.21566213 -0.876207037 -0.683894012 -0.324859926 
0.0443375 -4.75838054 -1.95427959 -1.20822843 -0.870640007 -0.679443659 -0.322637503 
0.04434 -4.73555822 -1.94309942 -1.20079971 -0.865075488 -0.674994793 -0.320415385 
0.0443425 -4.71277261 -1.93192891 -1.1933743 -0.859512425 -0.670546611 -0.318193177 
0.044345 -4.69007377 -1.92076581 -1.18595078 -0.853949755 -0.666098328 -0.315970519 
0.0443475 -4.66744925 -1.90960761 -1.17852771 -0.848386522 -0.66164921 -0.313747141 
0.04435 -4.64487606 -1.89845201 -1.17110377 -0.842821893 -0.657198616 -0.311522773 
0.0443525 -4.62233655 -1.88729689 -1.16367791 -0.837255006 -0.652745983 -0.309297167 
0.044355 -4.59982163 -1.87614032 -1.15624887 -0.831685254 -0.648290831 -0.307070186 
0.0443575 -4.57732491 -1.86498032 -1.14881577 -0.826111944 -0.643832678 -0.304841633 
0.04436 -4.55484306 -1.8538154 -1.1413778 -0.820534652 -0.639371262 -0.302611581 
0.0443625 -4.53237082 -1.84264392 -1.13393413 -0.814952944 -0.634906416 -0.30037987 
0.044365 -4.50990283 -1.83146437 -1.12648432 -0.809366709 -0.630437969 -0.298146645 
0.0443675 -4.48743461 -1.82027572 -1.11902802 -0.803775668 -0.625965838 -0.295912167 
0.04437 -4.46496207 -1.80907689 -1.11156482 -0.798179735 -0.621490275 -0.29367728 
0.0443725 -4.44248128 -1.79786734 -1.10409455 -0.79257931 -0.617012073 -0.29144376 
0.044375 -4.41998876 -1.78664622 -1.09661725 -0.786975416 -0.612533011 -0.28921747 
0.0443775 -4.39748147 -1.77541302 -1.08913396 -0.781370526 -0.608057726 -0.28698907 
0.04438 -4.37495587 -1.76416728 -1.08164668 -0.775770772 -0.603601327 -0.284709552 
0.0443825 -4.35240941 -1.75290936 -1.07416017 -0.770197212 -0.599115853 -0.282395797 
0.044385 -4.32983981 -1.7416406 -1.06668808 -0.764573176 -0.594530036 -0.280071315 
0.0443875 -4.3072436 -1.73036388 -1.05924097 -0.75882451 -0.589884902 -0.277746175 
0.04439 -4.2846209 -1.71908624 -1.05164061 -0.753007294 -0.585224483 -0.275422 
0.0443925 -4.2619685 -1.70782656 -1.04390573 -0.747174345 -0.580564441 -0.27309723 
0.044395 -4.23928495 -1.69660395 -1.03611932 -0.74134288 -0.575905868 -0.270770319 
0.0443975 -4.21656781 -1.68516972 -1.02832675 -0.735513013 -0.571245392 -0.26844042 
0.0444 -4.19381682 -1.67353131 -1.02053782 -0.729680329 -0.566580192 -0.266107662 
0.0444025 -4.17103129 -1.66180825 -1.01274811 -0.723841492 -0.561909268 -0.26377321 
0.044405 -4.14821171 -1.65007222 -1.00495226 -0.71799565 -0.557233737 -0.261440284 
0.0444075 -4.12535996 -1.6383399 -0.99714762 -0.712144745 -0.552558006 -0.259120412 
0.04441 -4.10248078 -1.62660631 -0.989335372 -0.706295518 -0.547896973 -0.256763035 
0.0444125 -4.0795836 -1.61486389 -0.981522698 -0.700471898 -0.543209588 -0.254355824 
0.044415 -4.05669289 -1.6031095 -0.973734296 -0.694582443 -0.538434266 -0.251916331 
0.0444175 -4.03389048 -1.59134664 -0.965899139 -0.688576157 -0.533578152 -0.249473102 
0.04442 -4.01080331 -1.57959072 -0.957918756 -0.682480874 -0.528687677 -0.247026364 
0.0444225 -3.98733275 -1.56789102 -0.949806339 -0.676360929 -0.523790215 -0.244574035 
0.044425 -3.96363283 -1.55600591 -0.941638664 -0.67023208 -0.518883397 -0.242116664 
0.0444275 -3.93985487 -1.54388194 -0.933458925 -0.664090061 -0.51396581 -0.239655543 
0.04443 -3.91606236 -1.53160611 -0.925263276 -0.657934891 -0.509039295 -0.237187583 
0.0444325 -3.89226459 -1.51931212 -0.917049309 -0.651769252 -0.504101929 -0.234700771 
0.044435 -3.86845792 -1.50699872 -0.908820223 -0.645587977 -0.499138253 -0.232198834 
0.0444375 -3.84464673 -1.49465628 -0.900572601 -0.639366 -0.494140662 -0.229686752 
0.04444 -3.82087159 -1.48228737 -0.892280393 -0.633104334 -0.489118092 -0.227167143 
0.0444425 -3.79709303 -1.46989774 -0.883932207 -0.626814468 -0.484077814 -0.224640993 
0.044445 -3.77294268 -1.45747146 -0.875542556 -0.620504157 -0.479023393 -0.222108418 
0.0444475 -3.74838187 -1.44495198 -0.86712349 -0.614176627 -0.473955971 -0.219568231 
0.04445 -3.72359212 -1.43235848 -0.858680526 -0.607832925 -0.468875392 -0.21701984 
0.0444525 -3.69876311 -1.41971437 -0.850215652 -0.601472554 -0.463779631 -0.214462155 
0.044455 -3.67388832 -1.40703212 -0.841728635 -0.595093248 -0.458667502 -0.211894906 
0.0444575 -3.64895517 -1.39431599 -0.833218532 -0.588693464 -0.453536722 -0.209319493 
0.04446 -3.62396978 -1.38156633 -0.824682207 -0.582270465 -0.448387358 -0.20673727 
0.0444625 -3.5989332 -1.36878242 -0.816117532 -0.575824595 -0.443222274 -0.204148721 
0.044465 -3.57379811 -1.35596428 -0.807522443 -0.569359332 -0.4380436 -0.201553984 
0.0444675 -3.54849397 -1.34310787 -0.798898996 -0.562877134 -0.4328524 -0.198955023 
0.04447 -3.5230586 -1.33021076 -0.790251323 -0.556379373 -0.42765006 -0.196359665 
0.0444725 -3.49752972 -1.31727045 -0.781582056 -0.549868389 -0.422440767 -0.193739286 
0.044475 -3.4719255 -1.30428872 -0.7728945 -0.543349773 -0.417238269 -0.191082531 
0.0444775 -3.44625151 -1.2912703 -0.764193476 -0.536838931 -0.411967713 -0.188409006 
0.04448 -3.42050732 -1.27821951 -0.755487047 -0.530232887 -0.40663032 -0.18573041 
0.0444825 -3.39469173 -1.26514257 -0.746733574 -0.523546848 -0.401268996 -0.183046555 
