# Region type : patch sphere
#      Faces  : 264
#      Area   : 1.243039730e-01
#           Time	areaAverage(p)	areaAverage(U)
         2.5e-06	1.013250003e+05	(-7.652673374e-23 2.412255737e-22 3.992699151e-22)
           5e-06	1.013250010e+05	(3.503593505e-21 1.008156536e-21 8.384668218e-22)
         7.5e-06	1.013250024e+05	(-3.110978089e-21 3.630028978e-21 -7.586128388e-22)
           1e-05	1.013250043e+05	(2.641835939e-21 -1.161210003e-21 -3.832991185e-21)
        1.25e-05	1.013250067e+05	(1.353525012e-20 -1.497262182e-22 -1.197809745e-21)
         1.5e-05	1.013250098e+05	(-7.699254864e-21 1.733496882e-21 -1.463989689e-21)
        1.75e-05	1.013250135e+05	(2.462164477e-21 1.437371695e-21 -7.985398303e-22)
           2e-05	1.013250178e+05	(1.929804590e-21 2.478800723e-21 1.597079661e-21)
        2.25e-05	1.013250227e+05	(1.055403476e-20 6.308464659e-21 -2.448855480e-21)
         2.5e-05	1.013250282e+05	(1.047418077e-20 -1.104646765e-21 1.064719774e-22)
        2.75e-05	1.013250343e+05	(-8.145106269e-21 -4.039280642e-21 3.034451355e-21)
           3e-05	1.013250410e+05	(3.284660502e-20 -8.557685181e-21 2.927979378e-21)
        3.25e-05	1.013250482e+05	(1.940451788e-20 5.516579328e-21 3.832991185e-21)
         3.5e-05	1.013250560e+05	(8.304814235e-21 -4.471823050e-21 5.323598869e-22)
        3.75e-05	1.013250644e+05	(1.389459305e-20 6.195338183e-21 -3.939463163e-21)
           4e-05	1.013250734e+05	(-1.674271844e-20 2.081527158e-20 -1.341546915e-20)
        4.25e-05	1.013250829e+05	(-4.179025112e-21 1.688246291e-20 -3.832991185e-21)
         4.5e-05	1.013250930e+05	(-1.432048096e-20 1.459331540e-20 -1.490607683e-21)
        4.75e-05	1.013251037e+05	(-6.734352569e-21 6.195338183e-21 -2.555327457e-21)
           5e-05	1.013251149e+05	(4.008669948e-20 2.073541759e-20 -1.011483785e-20)
        5.25e-05	1.013251266e+05	(3.508251654e-20 2.215948029e-20 -1.288310926e-20)
         5.5e-05	1.013251389e+05	(-1.602403259e-20 -1.365503110e-20 9.476005986e-21)
        5.75e-05	1.013251517e+05	(-8.650848161e-21 1.405430101e-20 -2.778918609e-20)
           6e-05	1.013251650e+05	(1.748802228e-20 -1.024792782e-21 5.323598869e-21)
        6.25e-05	1.013251788e+05	(4.679443405e-20 1.428055396e-20 2.353030700e-20)
         6.5e-05	1.013251932e+05	(4.865769366e-20 2.293140213e-20 9.901893895e-21)
        6.75e-05	1.013252080e+05	(-4.006008149e-20 2.746977016e-20 1.288310926e-20)
           7e-05	1.013252233e+05	(-2.235911525e-20 1.650315649e-21 4.045935140e-21)
        7.25e-05	1.013252391e+05	(-4.950946948e-21 7.892235323e-21 -1.128602960e-20)
         7.5e-05	1.013252554e+05	(1.756787627e-21 -9.209826043e-21 -1.043425378e-20)
        7.75e-05	1.013252721e+05	(-2.097497954e-20 2.661799434e-22 -3.875579976e-20)
           8e-05	1.013252893e+05	(2.161381141e-20 3.646665225e-21 2.278500316e-20)
        8.25e-05	1.013253069e+05	(3.492280858e-20 2.369001497e-21 1.213780542e-20)
         8.5e-05	1.013253250e+05	(-1.107308565e-20 -2.937295676e-20 5.749486778e-21)
        8.75e-05	1.013253435e+05	(-1.144573757e-20 -2.832154598e-20 -3.620047231e-21)
           9e-05	1.013253624e+05	(4.439881456e-20 -1.755456727e-20 1.213780542e-20)
        9.25e-05	1.013253817e+05	(-6.707734574e-21 -5.975739730e-20 -2.768271412e-21)
         9.5e-05	1.013254014e+05	(-9.933835489e-20 2.286485714e-20 3.236748112e-20)
        9.75e-05	1.013254215e+05	(2.065556361e-20 1.177846250e-20 2.257205920e-20)
          0.0001	1.013254419e+05	(8.304814235e-21 -4.240246499e-20 4.684767004e-21)
       0.0001025	1.013254628e+05	(1.246254495e-19 5.296980874e-20 1.511902079e-20)
        0.000105	1.013254839e+05	(-3.918168767e-20 1.418739098e-20 -1.810023615e-20)
       0.0001075	1.013255054e+05	(8.139782670e-20 -1.698228039e-20 -4.258879095e-21)
         0.00011	1.013255273e+05	(-3.343220089e-20 -3.335234691e-20 -2.768271412e-21)
       0.0001125	1.013255495e+05	(-8.427257009e-20 -2.020305771e-20 -3.364514485e-20)
        0.000115	1.013255720e+05	(1.138717798e-19 -2.094836155e-20 7.878926325e-21)
       0.0001175	1.013255947e+05	(1.761046506e-19 2.539356660e-20 -3.854285581e-20)
         0.00012	1.013256178e+05	(-1.329302637e-19 1.120617562e-20 -6.452201829e-20)
       0.0001225	1.013256411e+05	(6.324435456e-20 1.549167271e-20 1.959084384e-20)
        0.000125	1.013256647e+05	(-1.479960485e-20 -1.389459305e-20 7.729865557e-20)
       0.0001275	1.013256886e+05	(1.139782518e-19 5.222450490e-20 -4.897710959e-21)
         0.00013	1.013257127e+05	(1.064187414e-19 -2.504753268e-20 -2.150733943e-20)
       0.0001325	1.013257370e+05	(-5.930489140e-20 -3.263366106e-20 4.897710959e-21)
        0.000135	1.013257616e+05	(-1.020001543e-19 2.637843239e-20 4.471823050e-21)
       0.0001375	1.013257863e+05	(-6.521408614e-20 -1.916495593e-20 -3.300631298e-20)
         0.00014	1.013258113e+05	(-9.609095958e-20 1.570461666e-20 -2.342383502e-21)
       0.0001425	1.013258364e+05	(4.823180575e-20 1.261692932e-20 1.426724497e-20)
        0.000145	1.013258617e+05	(-4.045935140e-21 2.347707101e-20 -3.896874372e-20)
       0.0001475	1.013258872e+05	(-6.718381772e-20 -2.925317578e-20 1.171191751e-20)
         0.00015	1.013259128e+05	(-8.027987094e-20 -3.388470680e-20 2.853448994e-20)
       0.0001525	1.013259385e+05	(3.343220089e-20 1.360179511e-20 -2.896037784e-20)
        0.000155	1.013259644e+05	(4.535706236e-20 -1.117955762e-21 -1.959084384e-20)
       0.0001575	1.013259904e+05	(1.050878417e-19 -3.332572892e-20 4.727355795e-20)
         0.00016	1.013260165e+05	(-6.239257874e-20 2.770933211e-20 -2.640505039e-20)
       0.0001625	1.013260427e+05	(1.969731581e-20 4.205643106e-21 2.981215366e-21)
        0.000165	1.013260689e+05	(5.536542823e-20 6.438892832e-20 -2.044261966e-20)
       0.0001675	1.013260953e+05	(-6.345729851e-20 9.345577814e-20 -2.853448994e-20)
         0.00017	1.013261217e+05	(1.484219365e-19 4.261540894e-20 5.749486778e-20)
       0.0001725	1.013261481e+05	(3.502928056e-20 -4.064567736e-20 -1.959084384e-20)
        0.000175	1.013261746e+05	(-8.656171760e-20 7.245418060e-20 1.831318011e-20)
       0.0001775	1.013262011e+05	(1.469313288e-20 -2.446193680e-20 -5.110654914e-20)
         0.00018	1.013262277e+05	(4.791238982e-20 -7.692600365e-21 -1.354323552e-19)
       0.0001825	1.013262542e+05	(5.781428371e-20 -1.900524796e-20 -2.512738666e-20)
        0.000185	1.013262808e+05	(6.409613038e-20 8.360712023e-20 -4.045935140e-20)
       0.0001875	1.013263073e+05	(-2.523385864e-20 -7.487641809e-20 3.364514485e-20)
         0.00019	1.013263338e+05	(2.384972293e-20 2.456840878e-20 2.981215366e-20)
       0.0001925	1.013263603e+05	(1.075366971e-20 -5.887900349e-20 -3.918168767e-20)
        0.000195	1.013263867e+05	(1.910107274e-19 1.086812709e-19 5.281010078e-20)
       0.0001975	1.013264131e+05	(6.068902710e-21 -7.080386495e-21 -3.875579976e-20)
          0.0002	1.013264394e+05	(1.873906802e-19 -1.652977449e-20 -1.149897356e-20)
       0.0002025	1.013264656e+05	(-9.156590054e-20 1.413415500e-20 -4.386645468e-20)
        0.000205	1.013264918e+05	(-1.078561131e-19 -2.504753268e-20 4.557000631e-20)
       0.0002075	1.013265179e+05	(9.678302743e-20 -1.634344853e-20 7.665982371e-20)
         0.00021	1.013265439e+05	(-4.312115084e-20 -1.410221340e-19 5.110654914e-20)
       0.0002125	1.013265698e+05	(-9.252414834e-20 2.677770231e-20 -4.557000631e-20)
        0.000215	1.013265956e+05	(5.472659637e-20 -6.239257874e-20 1.120085202e-19)
       0.0002175	1.013266212e+05	(-3.034451355e-20 -2.060232762e-20 3.449692067e-20)
         0.00022	1.013266467e+05	(2.156057542e-19 5.760133976e-20 -6.814206552e-21)
       0.0002225	1.013266721e+05	(1.916495593e-21 -2.166704739e-20 3.236748112e-20)
        0.000225	1.013266974e+05	(2.063426921e-19 4.780591784e-20 2.512738666e-20)
       0.0002275	1.013267225e+05	(1.653509809e-19 -3.103658140e-20 3.449692067e-20)
         0.00023	1.013267475e+05	(2.289147513e-20 4.865769366e-20 -2.129439547e-21)
       0.0002325	1.013267723e+05	(5.674956394e-20 -3.705224813e-20 -9.028823681e-20)
        0.000235	1.013267969e+05	(-4.141759920e-20 -1.309605322e-20 -1.873906802e-20)
       0.0002375	1.013268214e+05	(-1.913301433e-19 7.889573523e-20 -1.533196474e-20)
         0.00024	1.013268457e+05	(-2.459502677e-20 -5.978401529e-20 -6.388318642e-21)
       0.0002425	1.013268698e+05	(5.951783535e-20 -1.806829456e-19 -1.192486147e-20)
        0.000245	1.013268937e+05	(2.489314831e-19 1.261692932e-20 -1.703551638e-21)
       0.0002475	1.013269174e+05	(-2.326412706e-19 6.654498586e-20 -9.369534009e-21)
         0.00025	1.013269409e+05	(1.333029157e-19 -3.247395310e-21 6.984561716e-20)
       0.0002525	1.013269642e+05	(-1.959084384e-20 -8.560346981e-20 -2.384972293e-20)
        0.000255	1.013269873e+05	(-1.900524796e-19 9.614419557e-20 -4.344056677e-20)
       0.0002575	1.013270102e+05	(-1.905848395e-19 5.387482055e-20 -6.558673806e-20)
         0.00026	1.013270329e+05	(-1.314928921e-19 -3.268689705e-20 -5.792075569e-20)
       0.0002625	1.013270554e+05	(-3.513575253e-21 -7.500950806e-20 -4.684767004e-20)
        0.000265	1.013270776e+05	(2.054909163e-19 1.969731581e-20 8.560346981e-20)
       0.0002675	1.013270996e+05	(1.064719774e-22 5.962430733e-21 -4.258879095e-21)
         0.00027	1.013271214e+05	(-2.118792350e-20 -1.746140429e-20 -3.662636022e-20)
       0.0002725	1.013271430e+05	(1.629021254e-20 -1.091337768e-20 -8.347403026e-20)
        0.000275	1.013271643e+05	(2.542550820e-19 4.599589422e-20 1.201003905e-19)
       0.0002775	1.013271854e+05	(-6.803559354e-20 1.195147946e-19 3.108981739e-20)
         0.00028	1.013272063e+05	(-7.506274405e-20 1.187162548e-20 -4.684767004e-21)
       0.0002825	1.013272269e+05	(-2.538291941e-19 -6.138109495e-20 -8.517758190e-21)
        0.000285	1.013272473e+05	(-2.001673175e-19 6.388318642e-21 -1.350064673e-19)
       0.0002875	1.013272675e+05	(-1.486348804e-19 -2.209293530e-20 -4.045935140e-20)
         0.00029	1.013272874e+05	(1.220168861e-19 5.557837219e-20 -3.066392948e-20)
       0.0002925	1.013273071e+05	(5.621720405e-20 -6.872766139e-20 2.981215366e-21)
        0.000295	1.013273265e+05	(1.002966027e-19 -4.258879095e-20 3.492280858e-20)
       0.0002975	1.013273457e+05	(2.827895719e-19 2.124115949e-20 7.836337534e-20)
          0.0003	1.013273647e+05	(6.154080292e-20 5.296980874e-20 -1.320252519e-20)
       0.0003025	1.013273834e+05	(-8.070575885e-20 9.688949941e-21 1.354323552e-19)
        0.000305	1.013274019e+05	(-2.110274591e-19 -1.991025977e-20 4.088523931e-20)
       0.0003075	1.013274202e+05	(3.336831771e-19 -1.783405621e-20 1.022130983e-19)
         0.00031	1.013274382e+05	(8.134459071e-20 2.475473474e-20 1.533196474e-20)
       0.0003125	1.013274560e+05	(-2.555327457e-20 7.884249924e-20 -1.345805794e-19)
        0.000315	1.013274736e+05	(-1.120085202e-19 -4.083200332e-20 3.747813603e-20)
       0.0003175	1.013274909e+05	(1.471442727e-19 6.233934275e-20 2.299794711e-20)
         0.00032	1.013275080e+05	(-5.110654914e-20 5.403452852e-20 -9.114001263e-20)
       0.0003225	1.013275249e+05	(-1.584303023e-19 6.952620122e-20 -8.943646099e-20)
        0.000325	1.013275416e+05	(-8.602935772e-20 -9.444064393e-20 1.243592696e-19)
       0.0003275	1.013275580e+05	(-2.768271412e-21 -3.742490005e-20 2.299794711e-20)
         0.00033	1.013275743e+05	(-5.749486778e-20 5.754810377e-20 -7.154916879e-20)
       0.0003325	1.013275903e+05	(1.086014169e-19 -3.465662863e-20 6.814206552e-20)
        0.000335	1.013276061e+05	(9.816716314e-20 2.880066988e-20 5.195832496e-20)
       0.0003375	1.013276217e+05	(-6.068902710e-20 8.576317777e-20 -2.129439547e-20)
         0.00034	1.013276371e+05	(-1.020001543e-19 1.058863815e-19 -1.226557179e-19)
       0.0003425	1.013276523e+05	(2.131568987e-19 -1.622100575e-19 -3.662636022e-20)
        0.000345	1.013276673e+05	(1.203133344e-19 3.289984101e-20 -1.465054409e-19)
       0.0003475	1.013276821e+05	(4.940299750e-20 2.523385864e-20 -2.572362973e-19)
         0.00035	1.013276968e+05	(-9.135295658e-20 9.465358788e-20 6.303141060e-20)
       0.0003525	1.013277112e+05	(4.706061400e-20 1.581108864e-20 -7.495627207e-20)
        0.000355	1.013277255e+05	(1.677998363e-19 -1.436839335e-19 4.003346349e-20)
       0.0003575	1.013277396e+05	(-1.656703968e-19 1.506578480e-20 -8.517758190e-21)
         0.00036	1.013277535e+05	(-2.429690524e-19 -1.375617948e-19 -6.047608315e-20)
       0.0003625	1.013277673e+05	(8.070575885e-20 3.747813603e-20 -1.039166499e-19)
        0.000365	1.013277808e+05	(-3.243136431e-19 6.228610676e-21 -5.366187659e-20)
       0.0003675	1.013277943e+05	(1.309605322e-19 -6.691763778e-20 1.780211462e-19)
         0.00037	1.013278076e+05	(-1.882424560e-19 -4.578295027e-20 -1.550231991e-19)
       0.0003725	1.013278207e+05	(-1.492737123e-19 1.355388272e-19 3.407103276e-21)
        0.000375	1.013278337e+05	(1.905848395e-19 1.288310926e-19 5.536542823e-20)
       0.0003775	1.013278466e+05	(-2.527644743e-19 -1.794585179e-19 -1.976119900e-19)
         0.00038	1.013278593e+05	(-3.364514485e-20 1.397977063e-19 7.751159953e-20)
       0.0003825	1.013278719e+05	(4.075747294e-19 1.228154259e-19 8.177047862e-20)
        0.000385	1.013278844e+05	(3.068522388e-19 5.962430733e-21 -8.347403026e-20)
       0.0003875	1.013278967e+05	(-5.025477332e-20 3.028595396e-19 -5.792075569e-20)
         0.00039	1.013279090e+05	(2.521256424e-19 -9.247091235e-20 1.107308565e-20)
       0.0003925	1.013279211e+05	(3.690318736e-19 4.386645468e-20 9.539889172e-20)
        0.000395	1.013279332e+05	(-1.660962847e-19 -1.634344853e-20 3.151570530e-20)
       0.0003975	1.013279451e+05	(2.116662910e-19 -1.506578480e-20 -2.555327457e-21)
          0.0004	1.013279570e+05	(-5.834664360e-20 -8.448551404e-20 1.124344081e-19)
       0.0004025	1.013279687e+05	(-2.238040964e-19 -5.446041643e-20 -1.907977834e-19)
        0.000405	1.013279804e+05	(3.130276135e-19 3.540193248e-20 2.555327457e-20)
       0.0004075	1.013279920e+05	(1.326640838e-19 -2.315765508e-20 4.599589422e-20)
         0.00041	1.013280036e+05	(1.580044144e-19 1.147235556e-19 -2.555327457e-20)
       0.0004125	1.013280151e+05	(-3.002509762e-20 5.531219224e-20 -1.371359069e-19)
        0.000415	1.013280265e+05	(-2.099627394e-19 -1.318655440e-19 9.454711591e-20)
       0.0004175	1.013280378e+05	(-1.565138067e-19 -7.091033693e-20 1.362841310e-19)
         0.00042	1.013280492e+05	(-3.079169586e-19 5.994372326e-20 -4.088523931e-20)
       0.0004225	1.013280604e+05	(8.901057308e-20 6.926002128e-20 1.320252519e-19)
        0.000425	1.013280717e+05	(2.759753653e-19 1.288310926e-20 6.643851388e-20)
       0.0004275	1.013280829e+05	(2.661799434e-20 -2.102289193e-19 4.684767004e-20)
         0.00043	1.013280940e+05	(-3.258042508e-20 -4.546353434e-20 7.921515116e-20)
       0.0004325	1.013281052e+05	(-1.377747387e-19 -1.079625851e-19 8.773290935e-20)
        0.000435	1.013281163e+05	(1.554490870e-20 -1.448018892e-19 2.810860203e-20)
       0.0004375	1.013281274e+05	(4.855122168e-20 2.258270640e-19 -1.218039421e-19)
         0.00044	1.013281385e+05	(4.418587061e-19 -8.517758190e-21 -9.028823681e-20)
       0.0004425	1.013281496e+05	(-3.057875190e-19 -3.982051954e-20 -3.321925694e-20)
        0.000445	1.013281607e+05	(3.025933597e-19 1.496996002e-19 2.640505039e-20)
       0.0004475	1.013281717e+05	(-1.724846033e-19 -6.601262597e-20 8.517758190e-21)
         0.00045	1.013281828e+05	(-2.419043326e-19 -4.471823050e-20 -1.448018892e-19)
       0.0004525	1.013281939e+05	(1.132861839e-19 3.070651827e-19 -8.262225444e-20)
        0.000455	1.013282050e+05	(5.082972200e-19 3.620047231e-20 -2.206099371e-19)
       0.0004575	1.013282162e+05	(-3.975663635e-19 1.134991279e-19 1.959084384e-20)
         0.00046	1.013282273e+05	(-1.337288036e-19 2.163510580e-19 -7.240094461e-20)
       0.0004625	1.013282385e+05	(4.433493138e-19 9.231120438e-20 2.896037784e-20)
        0.000465	1.013282497e+05	(-3.353867287e-19 -6.175374688e-20 -1.252110454e-19)
       0.0004675	1.013282609e+05	(-2.152863382e-19 1.951631345e-19 -2.700129346e-19)
         0.00047	1.013282722e+05	(-4.706061400e-20 -1.428853936e-19 9.369534009e-21)
       0.0004725	1.013282834e+05	(-4.275914611e-19 1.054072576e-20 7.580804789e-20)
        0.000475	1.013282948e+05	(5.068066123e-20 6.409613038e-20 2.470149875e-20)
       0.0004775	1.013283061e+05	(-3.492280858e-19 2.203969932e-20 1.618374056e-20)
         0.00048	1.013283176e+05	(4.897710959e-20 4.141759920e-20 -3.407103276e-21)
       0.0004825	1.013283290e+05	(-7.755418832e-19 2.239105684e-19 -1.252110454e-19)
        0.000485	1.013283405e+05	(6.814206552e-20 -5.387482055e-20 7.240094461e-20)
       0.0004875	1.013283520e+05	(-2.595786808e-19 3.236748112e-20 1.039166499e-19)
         0.00049	1.013283636e+05	(2.129439547e-21 -1.810023615e-20 -8.773290935e-20)
       0.0004925	1.013283753e+05	(1.320252519e-20 1.485284084e-19 -4.514411841e-20)
        0.000495	1.013283869e+05	(-3.162217728e-19 -1.810023615e-21 -1.780211462e-19)
       0.0004975	1.013283987e+05	(5.962430733e-20 -1.058331455e-19 1.047684257e-19)
          0.0005	1.013284104e+05	(-4.073617854e-19 -1.633280133e-19 9.028823681e-20)
       0.0005025	1.013284223e+05	(4.640048774e-19 3.428397671e-20 4.258879095e-21)
        0.000505	1.013284341e+05	(1.533196474e-20 -2.832154598e-20 -1.618374056e-20)
       0.0005075	1.013284460e+05	(1.205262784e-19 -2.555327457e-20 -3.832991185e-20)
         0.00051	1.013284580e+05	(3.285725222e-19 1.343676354e-19 3.151570530e-20)
       0.0005125	1.013284700e+05	(2.399878370e-19 -4.152407117e-20 1.737622671e-19)
        0.000515	1.013284820e+05	(-1.469313288e-19 2.406266689e-19 -9.454711591e-20)
       0.0005175	1.013284941e+05	(3.485892539e-19 -1.810023615e-19 2.981215366e-20)
         0.00052	1.013285062e+05	(5.809111085e-19 2.277435596e-19 1.201003905e-19)
       0.0005225	1.013285184e+05	(-9.028823681e-20 3.183512123e-20 -1.141379597e-19)
        0.000525	1.013285306e+05	(5.685603592e-20 1.237204377e-19 -1.575785265e-19)
       0.0005275	1.013285429e+05	(2.329606865e-19 -6.665145783e-20 1.890942318e-19)
         0.00053	1.013285551e+05	(2.968438729e-19 1.094531927e-19 1.090273048e-19)
       0.0005325	1.013285675e+05	(4.258879095e-21 -2.502091468e-20 -8.006692698e-20)
        0.000535	1.013285798e+05	(6.856795343e-20 1.023195703e-19 1.252110454e-19)
       0.0005375	1.013285922e+05	(3.398585518e-19 -7.996045501e-20 1.448018892e-19)
         0.00054	1.013286046e+05	(-1.577914705e-19 1.405430101e-20 -5.962430733e-20)
       0.0005425	1.013286171e+05	(-1.062590334e-19 3.130276135e-20 -1.848353527e-19)
        0.000545	1.013286295e+05	(5.451365241e-20 5.547190021e-20 1.022130983e-19)
       0.0005475	1.013286420e+05	(-2.555327457e-20 -9.156590054e-21 2.231652646e-19)
         0.00055	1.013286545e+05	(-6.362765368e-19 -3.460339265e-20 -1.320252519e-19)
       0.0005525	1.013286671e+05	(5.016959574e-19 -7.612746382e-20 -9.114001263e-20)
        0.000555	1.013286796e+05	(1.264887091e-19 -2.927979378e-20 -1.226557179e-19)
       0.0005575	1.013286922e+05	(1.639668452e-19 3.364514485e-20 -7.836337534e-20)
         0.00056	1.013287047e+05	(5.855958755e-20 -6.207316281e-20 2.972697608e-19)
       0.0005625	1.013287173e+05	(2.604304566e-19 -1.288310926e-20 2.163510580e-19)
        0.000565	1.013287299e+05	(-2.176287217e-19 7.346566439e-20 -4.003346349e-20)
       0.0005675	1.013287424e+05	(4.111947766e-19 3.577458440e-19 5.536542823e-20)
         0.00057	1.013287550e+05	(2.427561084e-19 2.342383502e-20 2.436078842e-19)
       0.0005725	1.013287676e+05	(5.023347892e-19 1.348999953e-19 8.858468517e-20)
        0.000575	1.013287801e+05	(-1.375617948e-19 5.579131614e-20 -1.371359069e-19)
       0.0005775	1.013287927e+05	(-4.305726765e-19 -7.005856111e-20 -2.103886273e-19)
         0.00058	1.013288052e+05	(-1.754658187e-19 4.407939863e-20 2.419043326e-19)
       0.0005825	1.013288177e+05	(-3.091946223e-19 1.188227267e-19 3.236748112e-20)
        0.000585	1.013288302e+05	(-1.307475882e-19 8.166400664e-20 -3.126017256e-19)
       0.0005875	1.013288426e+05	(-1.345805794e-19 6.952620122e-20 -1.567267507e-19)
         0.00059	1.013288550e+05	(2.678834951e-19 3.013156960e-20 -2.265723678e-19)
       0.0005925	1.013288674e+05	(3.735036966e-19 -2.073009399e-19 -3.040839674e-19)
        0.000595	1.013288798e+05	(2.184804976e-19 1.169062312e-19 6.558673806e-20)
       0.0005975	1.013288920e+05	(1.848353527e-19 1.149897356e-19 -1.328770278e-19)
          0.0006	1.013289043e+05	(7.240094461e-20 -9.199178845e-20 1.550231991e-19)
       0.0006025	1.013289165e+05	(-3.355996727e-19 -1.751464028e-19 -2.018708691e-19)
        0.000605	1.013289286e+05	(-3.066392948e-19 -6.622556992e-20 1.890942318e-19)
       0.0006075	1.013289407e+05	(6.230740116e-19 -1.639668452e-20 1.524678716e-19)
         0.00061	1.013289527e+05	(1.831318011e-19 -1.229751339e-19 8.688113353e-20)
       0.0006125	1.013289646e+05	(-4.386645468e-19 6.388318642e-22 -2.095368515e-19)
        0.000615	1.013289764e+05	(-4.045935140e-20 -4.588942225e-20 -1.090273048e-19)
       0.0006175	1.013289882e+05	(1.064719774e-20 -7.665982371e-21 -7.665982371e-20)
         0.00062	1.013289999e+05	(-1.712069396e-19 -9.145942856e-20 8.517758190e-20)
       0.0006225	1.013290115e+05	(1.912236714e-19 8.783938133e-20 1.430983376e-19)
        0.000625	1.013290230e+05	(-2.504220908e-19 -1.455471931e-19 -1.243592696e-19)
       0.0006275	1.013290344e+05	(-3.905392130e-19 1.703551638e-19 2.964179850e-19)
         0.00063	1.013290457e+05	(-4.429234259e-19 -6.388318642e-20 4.258879095e-20)
       0.0006325	1.013290569e+05	(-7.623393580e-20 -1.687580841e-19 -1.805764736e-19)
        0.000635	1.013290680e+05	(-1.401171222e-19 -4.152407117e-20 2.555327457e-20)
       0.0006375	1.013290790e+05	(-5.664309196e-20 4.077876733e-20 1.141379597e-19)
         0.00064	1.013290899e+05	(-6.937714045e-19 -4.152407117e-21 0.000000000e+00)
       0.0006425	1.013291007e+05	(-3.292113540e-19 1.541714232e-19 4.258879095e-20)
        0.000645	1.013291114e+05	(6.601262597e-20 1.405430101e-19 -7.665982371e-20)
       0.0006475	1.013291220e+05	(3.930945405e-19 -1.411818420e-19 4.173701513e-19)
         0.00065	1.013291325e+05	(2.853448994e-20 -1.779146742e-19 3.066392948e-20)
       0.0006525	1.013291429e+05	(-2.853448994e-20 -8.230283851e-20 -2.606434006e-19)
        0.000655	1.013291531e+05	(-6.047608315e-20 2.440337721e-19 -1.771693703e-19)
       0.0006575	1.013291633e+05	(-6.558673806e-20 5.951783535e-20 -4.088523931e-20)
         0.00066	1.013291733e+05	(-4.263137974e-19 -5.983725128e-20 2.896037784e-20)
       0.0006625	1.013291833e+05	(-2.112404031e-19 1.174385910e-19 -1.413947859e-19)
        0.000665	1.013291931e+05	(-2.934367696e-19 -9.103354065e-20 -9.199178845e-20)
       0.0006675	1.013292028e+05	(1.073237532e-19 1.064719774e-22 -4.769944586e-20)
         0.00067	1.013292124e+05	(5.570613856e-19 2.267853118e-19 4.429234259e-20)
       0.0006725	1.013292219e+05	(-5.608943768e-19 1.129667680e-19 1.022130983e-20)
        0.000675	1.013292313e+05	(-5.924100821e-19 -1.227621899e-19 -1.192486147e-20)
       0.0006775	1.013292406e+05	(2.095368515e-19 -4.450528654e-20 -2.316830228e-19)
         0.00068	1.013292498e+05	(1.405430101e-20 -2.544680259e-20 1.209521663e-19)
       0.0006825	1.013292589e+05	(2.691611588e-19 8.187695060e-20 3.407103276e-21)
        0.000685	1.013292679e+05	(-2.133698427e-19 6.260552269e-20 2.470149875e-19)
       0.0006875	1.013292768e+05	(-4.982888541e-20 2.202905212e-19 -3.424138792e-19)
         0.00069	1.013292855e+05	(1.128602960e-19 -6.111491501e-20 2.078332998e-19)
       0.0006925	1.013292942e+05	(4.471823050e-20 1.560879188e-19 -2.436078842e-19)
        0.000695	1.013293028e+05	(1.107308565e-20 -5.983725128e-20 7.665982371e-20)
       0.0006975	1.013293113e+05	(6.388318642e-20 -8.049281489e-20 -8.688113353e-20)
          0.0007	1.013293196e+05	(-1.435242255e-19 1.512966798e-19 7.495627207e-20)
       0.0007025	1.013293279e+05	(3.969275316e-19 -3.832991185e-20 -7.495627207e-20)
        0.000705	1.013293361e+05	(-5.408776450e-20 -7.453038416e-21 1.005095466e-19)
       0.0007075	1.013293442e+05	(-1.277663728e-19 4.184348711e-20 2.384972293e-20)
         0.00071	1.013293521e+05	(-1.873906802e-19 -7.069739297e-20 -2.470149875e-19)
       0.0007125	1.013293600e+05	(-6.047608315e-20 4.009734668e-19 -8.347403026e-20)
        0.000715	1.013293678e+05	(6.686440179e-20 -6.441554631e-20 1.822800253e-19)
       0.0007175	1.013293755e+05	(-2.312571348e-19 2.754430055e-19 -4.769944586e-20)
         0.00072	1.013293832e+05	(-4.177960392e-19 7.772454348e-21 1.362841310e-20)
       0.0007225	1.013293907e+05	(1.929272230e-19 2.605369286e-19 -1.362841310e-19)
        0.000725	1.013293981e+05	(3.965016437e-19 -2.879002268e-19 1.533196474e-20)
       0.0007275	1.013294055e+05	(3.654118263e-19 -9.209826043e-20 3.492280858e-19)
         0.00073	1.013294127e+05	(2.755494774e-19 2.051715004e-19 -1.192486147e-20)
       0.0007325	1.013294199e+05	(2.985474245e-19 1.629021254e-19 -5.451365241e-20)
        0.000735	1.013294270e+05	(2.568104094e-19 -2.214617129e-19 -2.742718137e-19)
       0.0007375	1.013294340e+05	(-2.755494774e-19 2.597916248e-19 -8.177047862e-20)
         0.00074	1.013294409e+05	(-4.071488415e-19 -3.066392948e-20 2.896037784e-20)
       0.0007425	1.013294478e+05	(-3.832991185e-21 2.607498726e-19 -1.516160958e-19)
        0.000745	1.013294545e+05	(7.197505670e-20 1.830253291e-19 1.873906802e-19)
       0.0007475	1.013294612e+05	(-8.049281489e-20 9.742185929e-20 9.539889172e-20)
         0.00075	1.013294679e+05	(2.235911525e-19 2.297665272e-19 -1.482089925e-19)
       0.0007525	1.013294744e+05	(-8.219636653e-20 -8.496463794e-20 -8.517758190e-21)
        0.000755	1.013294809e+05	(1.324511398e-19 -2.556392177e-19 3.526351891e-19)
