Time	Pressure A	Pressure B	Pressure C	Pressure D
0.0	0.010653819711743555	0.0092264785638417179	0.0075333882013797196	-0.0053269098825063244
6.283185307179587e-05	0.011101800442370708	0.0096144412589105593	0.0078501584154309322	-0.0055509002489398523
0.00012566370614359174	0.011505967438581996	0.0099644601467508784	0.0081359476406126785	-0.0057529837480559147
0.0001884955592153876	0.011864725637889709	0.010275153862720788	0.0083896279974178395	-0.0059323628486066668
0.00025132741228718348	0.012176659185582212	0.010545296240665813	0.0086101983253736372	-0.0060883296232327518
0.00031415926535897936	0.012440537022455646	0.010773821152036516	0.0087967881341646289	-0.0062202685423291626
0.00037699111843077519	0.012655317743242184	0.010959826713410817	0.0089486610390602898	-0.0063276589032593838
0.00043982297150257108	0.012820153706560861	0.011102578845815834	0.0090652176670891274	-0.0064100768853308128
0.00050265482457436696	0.01293439438017085	0.011201514171802207	0.0091459980224899706	-0.0064671972224214086
0.00056548667764616284	0.012997588908325006	0.011256242238837519	0.0091906833021050856	-0.0064987944866564734
0.00062831853071795873	0.013009487891091543	0.011266547060244055	0.0091990971535505939	-0.0065047439780694894
0.00069115038378975461	0.012970044368621607	0.011232387967599552	0.0091712063711987639	-0.0064850222167359113
0.00075398223686155038	0.012879414006478355	0.011153899771236871	0.0091071210272254503	-0.0064397070354377094
0.00081681408993334627	0.012737954481296093	0.011031392228209211	0.0090070940372055097	-0.0063689772724929306
0.00087964594300514215	0.012546224069194005	0.010865348819820526	0.0088715201619705628	-0.00627311206596256
0.00094247779607693804	0.012304979442515369	0.010656424843545715	0.0087009344496683533	-0.0061524897520201308
0.0010053096491487339	0.012015172683587495	0.010405444826870842	0.0084960101241721361	-0.0060075863718316762
0.0010681415022205298	0.011677947527287756	0.010113399273259865	0.008257555928173628	-0.0058389737928387442
0.0011309733552923257	0.011294634847244552	0.0097814407530899591	0.0079865129314450733	-0.0056473174518588617
0.0011938052083641216	0.010866747403487106	0.0094108793549828196	0.0076839508168667948	-0.0054333737289104199
0.0012566370614359175	0.01039597387227275	0.0090031775154833724	0.0073510636588775512	-0.0051979869621263082
0.0013194689145077133	0.0098841721816532203	0.008559944247490868	0.0069891652110082494	-0.0049420861155370383
0.0013823007675795092	0.0093333621790814385	0.0080829287902200557	0.0065996837210969567	-0.004666681112874123
0.0014451326206513051	0.0087457176599964048	0.0075740137057531513	0.0061841562946471831	-0.004372858851862494
0.0015079644737231008	0.0081235577888457006	0.0070352074494273581	0.0057442228285747056	-0.0040617789147317437
0.0015707963267948967	0.0074693379464029546	0.0064686364433792316	0.0052816195392836277	-0.003734668991874821
0.0016336281798666925	0.0067856400395016666	0.0058765366845279689	0.0047981721106134419	-0.0033928200367149318
0.0016964600329384884	0.0060751623114285169	0.005261244920117111	0.0042957884886989876	-0.0030375811709021632
0.0017592918860102843	0.0053407086931898115	0.0046251894256407154	0.0037764513521787169	-0.0026703543599466764
0.0018221237390820802	0.0045851777376768	0.0039708804215493713	0.0032422102874679094	-0.0022925888803013435
0.0018849555921538761	0.0038115511804016262	0.0033009001665568732	0.0026951736999774479	-0.0019057755997296901
0.001947787445225672	0.0030228821719495034	0.0026178927666448129	0.0021375004932009151	-0.0015114410935319566
0.0020106192982974678	0.0022222832285881968	0.0019245537399842484	0.0015713915485088062	-0.0011111416198498062
0.0020734511513692635	0.0014129139485882852	0.0012236193789569322	0.00099908103927524232	-0.0007064569778264273
0.0021362830044410596	0.00059796854273227746	0.00051785595125939266	0.00042282761361636884	-0.00029898427286105989
0.0021991148575128553	-0.00021933677177604811	-0.00018995121729188397	-0.00015509451946188252	0.00010966838643636581
0.0022619467105846514	-0.0010357764642516232	-0.00089700873516897379	-0.00073240456532777144	0.00051788823471525243
0.002324778563656447	-0.0018481284202240453	-0.0016005261693726571	-0.0013068241449781248	0.00092406421473234328
0.0023876104167282431	-0.0026531866576514	-0.0022977270579966746	-0.0018760862867594074	0.0013265933354586661
0.0024504422698000388	-0.0034477739794667012	-0.0029858598676544309	-0.0024379443730691555	0.0017238869983527848
0.0025132741228718349	-0.004228754512523138	-0.0036622088525241634	-0.0029901810067292298	0.0021143772668334548
0.0025761059759436306	-0.0049930460834528134	-0.0043241047721570575	-0.0035306167620395017	0.002496523054209021
0.0026389378290154267	-0.0057376323825968859	-0.0049689354257498163	-0.0040571187859753804	0.0028688162056425231
0.0027017696820872223	-0.0064595748680017339	-0.0055941559613077937	-0.0045676092155842712	0.0032297874501498024
0.0027646015351590184	-0.0071560243625016333	-0.006197298919013253	-0.0050600733783614125	0.0035780121991408759
0.0028274333882308141	-0.0078242322981192797	-0.0067759839691619176	-0.0055325677432417879	0.0039121161686202204
0.0028902652413026102	-0.0084615615634079828	-0.0073279273062369218	-0.005983227590829367	0.004230780802857893
0.0029530970943744059	-0.0090654969109256675	-0.0078509506620457366	-0.0064102743725926109	0.0045327484781265744
0.0030159289474462015	-0.0096336548837675107	-0.008342989902349638	-0.0068120227299830229	0.0048168274659678902
0.0030787608005179976	-0.010163793221981399	-0.0088021031730584984	-0.0071868871457753513	0.0050818966364001806
0.0031415926535897933	-0.010653819711743555	-0.0092264785638417196	-0.0075333882013797196	0.0053269098825063244
0.0032044245066615894	-0.011101800442370711	-0.0096144412589105627	-0.0078501584154309374	0.0055509002489398549
0.0032672563597333851	-0.011505967438581998	-0.0099644601467508802	-0.0081359476406126785	0.0057529837480559147
0.0033300882128051812	-0.011864725637889709	-0.010275153862720788	-0.0083896279974178395	0.0059323628486066659
0.0033929200658769768	-0.012176659185582214	-0.010545296240665815	-0.008610198325373639	0.0060883296232327527
0.0034557519189487729	-0.012440537022455646	-0.010773821152036516	-0.0087967881341646289	0.0062202685423291626
0.0035185837720205686	-0.012655317743242188	-0.010959826713410821	-0.0089486610390602916	0.0063276589032593847
0.0035814156250923647	-0.012820153706560863	-0.011102578845815834	-0.0090652176670891291	0.0064100768853308137
0.0036442474781641604	-0.01293439438017085	-0.011201514171802205	-0.0091459980224899706	0.0064671972224214086
0.0037070793312359565	-0.012997588908325006	-0.011256242238837519	-0.0091906833021050856	0.0064987944866564734
0.0037699111843077521	-0.013009487891091543	-0.011266547060244055	-0.0091990971535505939	0.0065047439780694894
0.0038327430373795482	-0.012970044368621605	-0.011232387967599552	-0.0091712063711987622	0.0064850222167359113
