Time	Pressure A	Pressure B	Pressure C	Pressure D
0.0	1.3223853990886136	1.1452193549304595	0.93506768771297633	-0.6611927028502701
6.283185307179587e-05	1.4387277182752314	1.2459747593850454	1.0173341309601358	-0.71936386273443476
0.00012566370614359174	1.5493920364499887	1.3418128706960597	1.0955856211681501	-0.77469602209847421
0.0001884955592153876	1.6539416121067678	1.4323554596224264	1.1695133354548728	-0.82697081018823759
0.00025132741228718348	1.7519638358346086	1.517245195930627	1.2388255149063749	-0.87598192229721361
0.00031415926535897936	1.8430718586985522	1.5961470586138851	1.3032486160160841	-0.92153593395695543
0.00037699111843077519	1.9269061189556504	1.6687496580670211	1.3625283902360348	-0.96345306429509014
0.00043982297150257108	2.0031357610808995	1.7347664649989671	1.4164308873797347	-1.0015678855482888
0.00050265482457436696	2.071459941502841	1.7939369412329724	1.4647433789166653	-1.03572997593007
0.00056548667764616284	2.1316090158956995	1.8460275679317608	1.5072751975146086	-1.0658045132768719
0.00062831853071795873	2.1833456033423433	1.8908327671896958	1.543858489516498	-1.0916728071295354
0.00069115038378975461	2.2264655231683204	1.9281757133548547	1.5743488773821182	-1.1132327671503235
0.00075398223686155038	2.2607986007496939	1.957909030879093	1.598626029480297	-1.1303993060268431
0.00081681408993334627	2.2862093391145417	1.979915375942003	1.6165941349828787	-1.1431046752727938
0.00087964594300514215	2.3025974536875999	1.9941078995533639	1.628182281986291	-1.1512987326002933
0.00094247779607693804	2.3098982680676667	2.0004305903064297	1.6333447373684327	-1.1549491398085787
0.0010053096491487339	2.3080829692758078	1.99885849542936	1.6320611272764114	-1.1540414904081109
0.0010681415022205298	2.2971587214670235	1.9893978192624133	1.6243365175328348	-1.1485793664764081
0.0011309733552923257	2.2771686376566018	1.9720858987722483	1.6102013936433224	-1.1385843245212219
0.0011938052083641216	2.248191609572741	1.9469910561999755	1.5897115404841422	-1.1240958104068492
0.0012566370614359175	2.2103419963069442	1.914212329424485	1.5629478221447903	-1.1051710036793265
0.0013194689145077133	2.1637691729909267	1.873879081105184	1.5300158627943719	-1.0818845919048861
0.0013823007675795092	2.1086569412812191	1.8261504881466797	1.491045629831262	-1.0543284759122515
0.0014451326206513051	2.0452228039779952	1.7712149135002597	1.4461909209611603	-1.0226114071020542
0.0015079644737231008	1.9737171066408901	1.7092891627813769	1.3956287572278097	-0.98685855825473756
0.0015707963267948967	1.8944220495894484	1.6406176286369343	1.3395586843918106	-0.94721102953077896
0.0016336281798666925	1.8076505741873854	1.5654713262391597	1.2782019854146667	-0.90382529161281877
0.0016964600329384884	1.7137451278059972	1.4841468237125377	1.2118008071560316	-0.85687256818736124
0.0017592918860102843	1.6130763123408338	1.3969650717149094	1.1406172047306791	-0.80653816020310742
